City_ID,City,Country,Date,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed
73,Bluff,NZ,2022-04-12 20:17:36,-46.6,168.3333,48.79,59,99,10.85
74,Albuquerque,US,2022-04-12 20:17:37,35.0845,-106.6511,68.65,27,75,31.07
75,Tiksi,RU,2022-04-12 20:17:37,71.6872,128.8694,-14.93,100,99,4.36
76,Tuktoyaktuk,CA,2022-04-12 20:17:38,69.4541,-133.0374,14.0,67,20,14.97
77,Castro,BR,2022-04-12 20:17:38,-24.7911,-50.0119,65.75,96,100,7.2
78,Saskylakh,RU,2022-04-12 20:17:38,71.9167,114.0833,-14.1,100,95,3.65
79,Port Alfred,ZA,2022-04-12 20:17:39,-33.5906,26.891,67.17,92,99,1.01
80,Yar-Sale,RU,2022-04-12 20:17:39,66.8333,70.8333,34.84,99,100,13.22
81,Perelyub,RU,2022-04-12 20:17:39,51.8667,50.3667,51.87,77,76,13.76
82,Dongsheng,CN,2022-04-12 20:17:40,39.8161,109.9776,37.76,51,3,20.02
83,Aripuana,BR,2022-04-12 20:17:40,-9.1667,-60.6333,84.06,77,93,2.15
84,Longyearbyen,SJ,2022-04-12 20:17:41,78.2186,15.6401,15.64,79,75,2.3
85,Champerico,GT,2022-04-12 20:17:41,14.3,-91.9167,95.54,58,80,12.24
86,Tautira,PF,2022-04-12 20:17:41,-17.7333,-149.15,81.7,73,37,17.52
87,Ust-Nera,RU,2022-04-12 20:17:42,64.5667,143.2,-7.29,98,94,1.66
88,Tsabong,BW,2022-04-12 20:17:42,-26.0217,22.401,70.59,33,0,8.19
89,Lhokseumawe,ID,2022-04-12 20:17:42,5.1801,97.1507,80.24,83,100,6.42
90,Varkaus,FI,2022-04-12 20:17:43,62.3153,27.873,33.15,98,100,2.04
91,Flinders,AU,2022-04-12 20:17:43,-34.5833,150.8552,57.38,86,47,8.79
92,Butaritari,KI,2022-04-12 20:17:43,3.0707,172.7902,80.74,79,41,14.67
93,Chuy,UY,2022-04-12 20:17:44,-33.6971,-53.4616,68.56,51,81,8.43
94,Huilong,CN,2022-04-12 20:18:44,31.8111,121.655,58.93,95,100,18.59
95,Lompoc,US,2022-04-12 20:18:44,34.6391,-120.4579,68.56,49,0,21.0
96,Bani Walid,LY,2022-04-12 20:18:45,31.7566,13.9942,58.93,68,100,16.78
97,Markova,UA,2022-04-12 20:18:45,48.6758,24.4138,33.67,76,9,4.97
98,Atuona,PF,2022-04-12 20:18:45,-9.8,-139.0333,79.23,73,17,16.6
99,Bethel,US,2022-04-12 20:17:41,41.3712,-73.414,70.63,52,0,11.5
100,Bandar-E Lengeh,IR,2022-04-12 20:18:46,26.5579,54.8807,84.02,46,0,12.03
101,Cherskiy,RU,2022-04-12 20:18:46,68.75,161.3,-7.24,89,100,3.29
102,Castanos,MX,2022-04-12 20:18:46,26.7833,-101.4167,96.35,12,0,24.16
103,Sakakah,SA,2022-04-12 20:18:47,29.9697,40.2064,71.17,22,0,9.66
104,Hilo,US,2022-04-12 20:18:47,19.7297,-155.09,82.27,77,100,6.91
105,East London,ZA,2022-04-12 20:17:01,-33.0153,27.9116,67.28,89,100,1.99
106,Port Elizabeth,ZA,2022-04-12 20:18:47,-33.918,25.5701,67.32,89,0,8.05
107,Olafsvik,IS,2022-04-12 20:18:48,64.8945,-23.7142,37.18,75,36,13.67
108,Fenoarivo Atsinanana,MG,2022-04-12 20:18:48,-17.3667,49.4167,73.56,91,33,7.07
109,Arraial Do Cabo,BR,2022-04-12 20:18:24,-22.9661,-42.0278,80.56,74,0,13.8
110,Vardo,NO,2022-04-12 20:18:48,70.3705,31.1107,28.38,74,75,16.11
111,Morro Bay,US,2022-04-12 20:18:49,35.3658,-120.8499,65.25,42,0,8.99
112,Okhotsk,RU,2022-04-12 20:18:49,59.3833,143.3,5.88,86,88,10.04
113,Kismayo,SO,2022-04-12 20:18:49,-0.3582,42.5454,81.86,77,100,11.77
114,Severo-Kurilsk,RU,2022-04-12 20:18:50,50.6789,156.125,27.32,84,90,3.85
115,Katsuura,JP,2022-04-12 20:18:50,35.1333,140.3,62.19,95,8,12.33
116,Trincomalee,LK,2022-04-12 20:18:50,8.5711,81.2335,81.68,79,100,3.44
117,Provideniya,RU,2022-04-12 20:18:51,64.3833,-173.3,20.44,90,100,17.36
118,Bredasdorp,ZA,2022-04-12 20:17:34,-34.5322,20.0403,65.95,81,93,1.39
119,Japura,ID,2022-04-12 20:18:51,-0.3167,102.35,73.4,98,87,1.21
120,Ereymentau,KZ,2022-04-12 20:18:51,51.6199,73.1033,41.29,59,100,14.32
121,Luderitz,NA,2022-04-12 20:18:52,-26.6481,15.1594,61.2,85,3,4.03
122,Los Planes,HN,2022-04-12 20:18:52,14.05,-88.0167,75.34,23,99,6.98
123,Aksu,CN,2022-04-12 20:18:52,41.1231,80.2644,63.45,26,100,4.74
124,Linxia,CN,2022-04-12 20:18:53,35.6003,103.2064,41.0,40,6,1.5
125,Airai,TL,2022-04-12 20:18:53,-8.9266,125.4092,61.3,80,100,1.03
126,Lavrentiya,RU,2022-04-12 20:18:53,65.5833,-171.0,18.14,86,100,9.91
127,Tanout,NE,2022-04-12 20:18:54,14.9709,8.8879,90.45,9,2,9.66
128,Nanortalik,GL,2022-04-12 20:18:54,60.1432,-45.2371,36.21,67,100,4.16
129,Constitucion,CL,2022-04-12 20:15:56,-35.3333,-72.4167,62.15,53,71,18.72
130,De Aar,ZA,2022-04-12 20:18:54,-30.6497,24.0123,65.53,46,100,3.8
131,Severnoye,RU,2022-04-12 20:18:55,56.3491,78.3619,25.97,96,7,3.06
132,Ossora,RU,2022-04-12 20:18:55,59.2353,163.0719,16.03,92,100,7.85
133,Preobrazheniye,RU,2022-04-12 20:18:55,42.9019,133.9064,37.24,75,100,4.9
134,Nikolskoye,RU,2022-04-12 20:18:56,59.7035,30.7861,36.81,93,100,3.15
135,Cidreira,BR,2022-04-12 20:18:56,-30.1811,-50.2056,71.74,90,82,7.94
136,Kulhudhuffushi,MV,2022-04-12 20:18:56,6.6221,73.07,83.34,72,60,4.5
137,Antalaha,MG,2022-04-12 20:17:14,-14.9003,50.2788,74.17,87,19,6.2
138,Bulaevo,KZ,2022-04-12 20:18:57,54.9056,70.4439,42.19,59,100,13.67
139,Chopda,IN,2022-04-12 20:18:57,21.25,75.3,89.8,16,12,7.09
140,Asosa,ET,2022-04-12 20:18:57,10.0667,34.5333,63.21,87,100,4.59
141,Meulaboh,ID,2022-04-12 20:19:58,4.1363,96.1285,76.98,89,82,3.24
142,Qui Nhon,VN,2022-04-12 20:19:58,13.7667,109.2333,74.75,89,18,2.91
143,Broome,US,2022-04-12 20:19:58,42.2506,-75.833,65.7,41,0,10.36
144,Sinnamary,GF,2022-04-12 20:19:59,5.3833,-52.95,80.08,81,52,12.41
145,Manaus,BR,2022-04-12 20:19:59,-3.1019,-60.025,81.1,94,75,5.75
146,Avarua,CK,2022-04-12 20:20:00,-21.2078,-159.775,80.65,78,100,1.14
147,Sioux Lookout,CA,2022-04-12 20:15:10,50.1001,-91.917,39.27,38,75,6.91
148,Guerrero Negro,MX,2022-04-12 20:20:00,27.9769,-114.0611,65.95,62,30,23.11
149,Yenagoa,NG,2022-04-12 20:20:00,4.9247,6.2642,79.7,86,100,3.89
150,Trelew,AR,2022-04-12 20:17:16,-43.249,-65.3051,64.98,20,52,19.53
151,Norman Wells,CA,2022-04-12 20:20:01,65.282,-126.8329,19.44,45,0,6.91
152,Whitehorse,CA,2022-04-12 20:15:05,60.7161,-135.0538,22.1,34,6,4.0
153,Barrow,US,2022-04-12 20:20:01,71.2906,-156.7887,-0.38,65,40,8.05
154,Port Lincoln,AU,2022-04-12 20:20:02,-34.7333,135.8667,63.46,77,20,14.38
155,Dalvik,IS,2022-04-12 20:20:03,65.9702,-18.5286,35.53,82,85,6.69
156,Ancud,CL,2022-04-12 20:20:03,-41.8697,-73.8203,57.22,67,71,7.25
157,Mezen,RU,2022-04-12 20:20:03,65.8522,44.24,29.8,95,99,3.04
158,Harper,LR,2022-04-12 20:20:04,4.375,-7.7169,81.0,83,100,7.31
159,Nalut,LY,2022-04-12 20:20:04,30.3333,10.85,74.57,17,9,24.02
160,Dokka,NO,2022-04-12 20:20:05,60.84,10.0618,35.24,91,100,0.87
161,Saint Anthony,US,2022-04-12 20:18:45,45.0205,-93.218,53.53,57,100,16.11
162,Pevek,RU,2022-04-12 20:20:05,69.7008,170.3133,-8.57,80,100,1.97
163,Roald,NO,2022-04-12 20:20:06,62.5833,6.1333,41.32,81,0,6.91
164,Sindor,RU,2022-04-12 20:20:06,62.8629,51.8905,36.48,100,100,3.69
165,Port Hedland,AU,2022-04-12 20:20:06,-20.3167,118.5667,73.45,83,3,5.75
166,Geraldton,AU,2022-04-12 20:19:33,-28.7667,114.6,57.61,94,0,0.0
167,Esmeraldas,BR,2022-04-12 20:20:07,-19.7625,-44.3139,86.11,75,98,5.23
168,Hofn,IS,2022-04-12 20:20:07,64.2539,-15.2082,37.2,75,72,19.01
169,Innisfail,AU,2022-04-12 20:20:08,-17.5333,146.0333,76.12,78,99,6.04
170,Margate,GB,2022-04-12 20:20:08,51.3813,1.3862,54.88,81,100,4.0
171,Kruisfontein,ZA,2022-04-12 20:20:08,-34.0033,24.7314,65.28,79,82,2.89
172,Khoy,IR,2022-04-12 20:20:09,38.5504,44.9535,52.7,39,0,0.87
173,Hervey Bay,AU,2022-04-12 20:20:09,-25.2986,152.8535,68.02,92,71,8.99
174,Port Hueneme,US,2022-04-12 20:20:09,34.1478,-119.1951,70.45,32,0,16.11
175,Chokurdakh,RU,2022-04-12 20:20:10,70.6333,147.9167,-3.87,96,100,5.86
176,Maceio,BR,2022-04-12 20:18:26,-9.6658,-35.7353,81.84,69,20,11.5
177,Smithers,CA,2022-04-12 20:19:34,54.7804,-127.1743,26.92,28,40,9.22
178,Vestmanna,FO,2022-04-12 20:20:10,62.1564,-7.1664,40.12,87,100,18.41
179,Saint-Paul,RE,2022-04-12 20:20:11,-21.0096,55.2707,77.11,79,16,1.63
180,Aklavik,CA,2022-04-12 20:20:11,68.2191,-135.0107,21.2,49,40,9.22
181,Kavaratti,IN,2022-04-12 20:20:11,10.5669,72.642,84.29,71,100,5.35
182,Myrtle Beach,US,2022-04-12 20:20:12,33.6891,-78.8867,85.98,61,0,18.41
183,Seddon,AU,2022-04-12 20:20:12,-37.8068,144.8916,56.98,89,100,3.44
184,Fare,PF,2022-04-12 20:20:12,-16.7,-151.0167,82.0,72,1,19.19
185,Paamiut,GL,2022-04-12 20:20:13,61.994,-49.6678,32.99,74,7,8.86
186,Kavieng,PG,2022-04-12 20:17:38,-2.5744,150.7967,81.86,74,29,9.71
187,Bam,IR,2022-04-12 20:20:13,29.106,58.357,75.31,9,0,6.24
188,Furukawa,JP,2022-04-12 20:21:13,38.5717,140.9556,56.52,65,100,2.62
189,Denpasar,ID,2022-04-12 20:21:14,-8.65,115.2167,80.26,88,40,9.22
190,Kapaa,US,2022-04-12 20:21:14,22.0752,-159.319,81.19,79,40,14.97
191,Dongfeng,CN,2022-04-12 20:21:14,42.6403,125.5118,37.54,49,71,3.31
192,Espinho,PT,2022-04-12 20:21:15,41.0076,-8.6413,58.12,88,40,2.3
193,Chakulia,IN,2022-04-12 20:21:15,22.4833,86.7167,83.41,62,13,7.56
194,Doembang Nangbuat,TH,2022-04-12 20:21:15,14.8333,100.1,83.05,71,62,9.15
195,Pisco,PE,2022-04-12 20:20:26,-13.7,-76.2167,71.65,60,0,25.32
196,Atambua,ID,2022-04-12 20:21:16,-9.1061,124.8925,74.53,79,100,1.95
197,Nome,US,2022-04-12 20:21:06,64.5011,-165.4064,36.16,69,100,4.61
198,Bangkal,PH,2022-04-12 20:21:16,6.0667,121.0667,77.9,87,64,5.66
199,Port Keats,AU,2022-04-12 20:21:16,-14.25,129.55,75.4,90,100,8.86
200,Matagami,CA,2022-04-12 20:21:17,49.7502,-77.6328,44.71,33,75,21.85
201,Tasiilaq,GL,2022-04-12 20:21:17,65.6145,-37.6368,28.56,79,97,5.41
202,Bathsheba,BB,2022-04-12 20:21:17,13.2167,-59.5167,83.01,61,20,21.85
203,Maniitsoq,GL,2022-04-12 20:21:18,65.4167,-52.9,30.11,80,84,10.8
204,Ponta Delgada,PT,2022-04-12 20:21:18,37.7333,-25.6667,61.52,88,40,10.36
205,Clyde River,CA,2022-04-12 20:21:19,70.4692,-68.5914,3.43,78,100,18.41
206,Ontario,US,2022-04-12 20:17:36,34.0633,-117.6509,70.57,26,20,10.36
207,Labuhan,ID,2022-04-12 20:21:19,-6.8844,112.2051,76.71,86,56,5.37
208,Cobourg,DE,2022-04-12 20:21:19,50.2667,10.9667,50.05,62,100,3.38
209,Souillac,MU,2022-04-12 20:18:23,-20.5167,57.5167,75.58,94,40,12.66
210,Inzer,RU,2022-04-12 20:21:20,54.2167,57.5556,39.72,98,100,3.15
211,Dhidhdhoo,MV,2022-04-12 20:19:30,6.8833,73.1,83.44,70,28,3.94
212,Staryy Krym,UA,2022-04-12 20:21:20,45.0333,35.1,40.8,66,96,12.26
213,Leningradskiy,RU,2022-04-12 20:21:21,69.3833,178.4167,-3.98,90,88,8.28
214,Swan Hill,AU,2022-04-12 20:21:03,-35.3378,143.5544,49.48,82,0,7.58
215,Rio Grande,BR,2022-04-12 20:19:32,-32.035,-52.0986,73.51,73,96,14.09
216,Midland,US,2022-04-12 20:20:08,31.9974,-102.0779,90.81,9,0,23.02
217,Kununurra,AU,2022-04-12 20:21:21,-15.7667,128.7333,75.18,94,100,6.91
218,Tessalit,ML,2022-04-12 20:21:22,20.1986,1.0114,86.05,5,20,11.36
219,Mahebourg,MU,2022-04-12 20:21:22,-20.4081,57.7,76.24,94,40,12.66
220,Quatre Cocos,MU,2022-04-12 20:21:22,-20.2078,57.7625,76.08,81,44,17.74
221,Sur,OM,2022-04-12 20:21:23,22.5667,59.5289,86.56,30,0,7.74
222,San Patricio,US,2022-04-12 20:21:23,28.017,-97.5169,92.16,56,48,19.44
223,Jamestown,US,2022-04-12 20:18:35,42.097,-79.2353,67.51,31,0,0.0
224,Porto Walter,BR,2022-04-12 20:21:23,-8.2686,-72.7439,82.38,82,67,3.58
225,Vestmannaeyjar,IS,2022-04-12 20:21:24,63.4427,-20.2734,42.67,70,46,22.66
226,Touros,BR,2022-04-12 20:21:24,-5.1989,-35.4608,81.59,74,80,11.05
227,Marica,BR,2022-04-12 20:21:15,-22.9194,-42.8186,84.15,80,11,13.51
228,Nyurba,RU,2022-04-12 20:21:24,63.2842,118.3319,6.15,100,97,1.48
229,Portland,US,2022-04-12 20:19:07,45.5234,-122.6762,47.73,87,75,12.66
230,Alausi,EC,2022-04-12 20:21:25,-2.2,-78.8333,53.6,86,100,2.37
231,Kabompo,ZM,2022-04-12 20:21:25,-13.5927,24.2008,68.02,76,84,4.97
232,Bismil,TR,2022-04-12 20:21:26,37.8486,40.6658,53.71,85,53,2.86
233,Tiznit,MA,2022-04-12 20:21:26,29.5833,-9.5,55.04,79,30,10.49
234,Mus,TR,2022-04-12 20:22:26,39.0,41.75,38.34,98,100,8.97
235,Miri,MY,2022-04-12 20:22:27,4.4148,114.0089,77.14,94,40,3.44
236,Palmer,US,2022-04-12 20:22:27,42.1584,-72.3287,69.76,44,40,12.66
237,Charleville,AU,2022-04-12 20:22:27,-26.4,146.25,62.67,57,0,0.0
238,Ivybridge,GB,2022-04-12 20:22:28,50.3904,-3.9191,53.26,94,99,9.82
239,Vila Franca Do Campo,PT,2022-04-12 20:18:36,37.7167,-25.4333,61.21,87,100,9.1
240,Lebu,CL,2022-04-12 20:22:28,-37.6167,-73.65,55.76,66,0,16.4
241,Saint-Joseph,RE,2022-04-12 20:19:12,-21.3667,55.6167,75.58,85,55,17.16
242,La Palma,US,2022-04-12 20:22:28,33.8464,-118.0467,73.96,15,20,25.32
243,Naze,JP,2022-04-12 20:22:29,28.3667,129.4833,68.92,90,15,6.04
244,Usinsk,RU,2022-04-12 20:22:29,65.9939,57.5281,33.96,100,100,7.7
245,Ati,TD,2022-04-12 20:22:29,13.2154,18.3353,85.3,9,8,2.73
246,Lokoja,NG,2022-04-12 20:22:30,7.8024,6.743,81.41,67,97,5.23
247,Ukiah,US,2022-04-12 20:20:03,39.1502,-123.2078,53.44,66,75,11.5
248,Acarau,BR,2022-04-12 20:22:30,-2.8856,-40.12,80.56,83,100,9.31
249,Vostok,RU,2022-04-12 20:22:30,46.4856,135.8833,27.59,91,100,2.13
250,Maliq,AL,2022-04-12 20:22:31,40.7058,20.6997,43.77,79,8,2.84
251,Izhevsk,RU,2022-04-12 20:17:58,56.85,53.2333,33.96,98,57,6.11
252,Ucluelet,CA,2022-04-12 20:22:31,48.9329,-125.5528,41.09,83,97,4.0
253,Noyabrsk,RU,2022-04-12 20:22:32,63.1994,75.4507,31.33,94,94,13.67
254,Filadelfia,US,2022-04-12 20:21:22,39.9523,-75.1638,75.0,45,20,9.22
255,Torrelodones,ES,2022-04-12 20:22:32,40.5765,-3.9266,51.48,83,97,2.8
256,Dwarka,IN,2022-04-12 20:22:32,22.2394,68.9678,79.86,84,0,12.53
257,Phangnga,TH,2022-04-12 20:22:33,8.4509,98.5298,80.64,95,54,1.97
258,Pampas,PE,2022-04-12 20:22:33,-12.4,-74.9,65.16,47,17,8.88
259,Aberdeen,GB,2022-04-12 20:22:30,57.1437,-2.0981,45.09,96,100,8.05
260,San Giustino,IT,2022-04-12 20:22:33,43.5495,12.1736,53.26,69,100,0.92
261,Ushtobe,KZ,2022-04-12 20:22:34,45.2514,77.9838,55.24,30,100,9.24
262,Moron,AR,2022-04-12 20:22:34,-34.6534,-58.6198,70.97,42,6,9.66
263,Chudniv,UA,2022-04-12 20:22:34,50.052,28.1175,39.0,71,17,13.89
264,Sao Filipe,CV,2022-04-12 20:22:35,14.8961,-24.4956,71.01,76,100,11.45
265,Aranos,NA,2022-04-12 20:22:35,-24.1333,19.1167,75.67,20,85,6.08
266,Mar Del Plata,AR,2022-04-12 20:22:35,-38.0023,-57.5575,62.1,72,75,11.99
267,Xique-Xique,BR,2022-04-12 20:19:37,-10.8218,-42.7263,88.95,46,31,5.95
268,Loreto,MX,2022-04-12 20:20:12,22.2667,-101.9667,80.53,17,14,18.75
269,Luruaco,CO,2022-04-12 20:22:36,10.6092,-75.1431,92.82,52,93,16.04
270,Nunoa,PE,2022-04-12 20:22:36,-14.48,-70.6411,59.11,38,79,13.09
271,Sao Joao Da Barra,BR,2022-04-12 20:22:37,-21.6403,-41.0511,82.49,79,20,10.85
272,Sangmelima,CM,2022-04-12 20:22:37,2.9333,11.9833,71.46,88,5,2.33
273,Ambilobe,MG,2022-04-12 20:22:37,-13.2,49.05,73.58,89,81,3.6
274,Bambous Virieux,MU,2022-04-12 20:22:38,-20.3428,57.7575,76.21,94,40,12.66
275,Grindavik,IS,2022-04-12 20:22:38,63.8424,-22.4338,44.55,75,40,4.61
276,Santacruz,CO,2022-04-12 20:22:38,1.5209,-77.2621,69.35,83,75,8.05
277,Mosetse,BW,2022-04-12 20:22:38,-20.75,26.65,75.31,37,61,4.72
278,Luwuk,ID,2022-04-12 20:22:39,-0.9516,122.7875,75.78,77,85,3.58
279,San Cristobal,VE,2022-04-12 20:19:59,7.7669,-72.225,80.78,53,34,6.17
280,Bengkulu,ID,2022-04-12 20:22:39,-3.8004,102.2655,76.24,89,96,2.8
281,Haimen,CN,2022-04-12 20:23:40,23.1935,116.6142,69.69,88,0,2.59
282,Harnosand,SE,2022-04-12 20:23:40,62.6323,17.9379,33.82,88,20,4.34
283,Shaoguan,CN,2022-04-12 20:23:40,24.8,113.5833,69.85,84,17,2.51
284,Lorengau,PG,2022-04-12 20:23:41,-2.0226,147.2712,79.93,78,11,4.9
285,Dikson,RU,2022-04-12 20:23:41,73.5069,80.5464,23.86,96,100,1.32
286,Chapais,CA,2022-04-12 20:23:41,49.7834,-74.8492,42.58,72,46,13.69
287,Naryan-Mar,RU,2022-04-12 20:23:42,67.6713,53.087,29.21,92,99,10.0
288,Carutapera,BR,2022-04-12 20:23:42,-1.195,-46.02,78.37,89,100,6.06
289,Hargeysa,SO,2022-04-12 20:23:42,9.56,44.065,70.32,68,7,7.52
290,Qaanaaq,GL,2022-04-12 20:23:43,77.484,-69.3632,1.08,91,95,4.76
291,Beacon,US,2022-04-12 20:20:59,41.5048,-73.9696,72.32,44,40,13.8
292,Noumea,NC,2022-04-12 20:23:43,-22.2763,166.4572,77.0,99,1,7.23
293,Solnechnyy,RU,2022-04-12 20:23:43,50.7214,136.6319,23.32,96,100,4.92
294,Vila Velha,BR,2022-04-12 20:23:44,-20.3297,-40.2925,84.15,81,40,10.36
295,Saint George,US,2022-04-12 20:23:44,37.1041,-113.5841,54.95,11,0,13.8
